release_agency,species,run,brood_year,release_year,first_release_date,last_release_date,mean_release_date,release_stage,rearing_type,avg_weight,avg_length,release_location_name,hatchery_location_name,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,total_release
SUQ,chinook,3,1991,1992,4/27/1992,5/9/1992,124,G,H,7.66,88.05401311,CLEAR CR     15.0249,CLEAR CR HATCHERY-15,MINTER CR    15.0048,WA,MPS,EKPN,49524
SUQ,chinook,3,1991,1992,5/13/1992,5/13/1992,134,G,H,6.68,84.21508427,GORST CR     15.0216,GORST CR REARING PND,MINTER CR    15.0048,WA,MPS,EKPN,1.00E+05
SUQ,chinook,3,1991,1992,5/13/1992,5/13/1992,134,G,H,5.03,76.78385305,GORST CR     15.0216,GORST CR REARING PND,MINTER CR    15.0048,WA,MPS,EKPN,1.00E+05
PUYA,chinook,3,1988,1989,7/4/1989,7/4/1989,185,G,H,3.22,66.40366343,CLARKS CR    10.0027,PUYALLUP TRIBAL HATCHERY,BIG SOOS CR  09.0072,WA,MPS,PUYA,224000
SUQ,chinook,3,1989,1990,4/12/1990,5/30/1990,126,G,H,6.21,82.23798227,DOGFISH CR   15.0285,WEBSTER'S HATCHERY,GROVERS CR   15.0299,WA,MPS,EKPN,200601
SUQ,chinook,3,1989,1990,5/9/1990,5/30/1990,139.5,G,H,5.9,80.878044,GORST CR     15.0216,GORST CR REARING PND,BIG SOOS CR  09.0072,WA,MPS,EKPN,1271505
SUQ,chinook,3,1989,1990,5/9/1990,5/30/1990,139.5,G,H,5.96,81.14495515,GORST CR     15.0216,GORST CR REARING PND,DESCHUTES R  13.0028,WA,MPS,EKPN,1079015
SUQ,chinook,3,1989,1990,5/10/1990,5/14/1990,132,G,H,6.3,82.62420082,CLEAR CR     15.0249,CLEAR CR HATCHERY-15,BIG SOOS CR  09.0072,WA,MPS,EKPN,49817
WDFW,chinook,3,1994,1996,5/6/1996,5/6/1996,127,Y,H,129.59,233,ECHO BAY -FOX ISLAND,FOX ISLAND NET PENS,DESCHUTES R  13.0028,WA,SPS,EKPS,190083
WDFW,chinook,3,1995,1996,5/13/1996,5/13/1996,134,,H,6.42,83,PURDY CR     16.0005,GEORGE ADAMS HATCHERY,GEORGE ADAMS (PURDY),WA,HOOD,SKDO,3286523
PUYA,chinook,3,1989,1990,3/9/1990,3/9/1990,68,G,H,0.7,44,CLARKS CR    10.0027,PUYALLUP TRIBAL HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,30644
PUYA,chinook,3,1989,1990,6/30/1990,6/30/1990,181,G,H,6.77,88,RHODY CR     10.0028,PUYALLUP TRIBAL HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,418666
PUYA,chinook,3,1989,1990,4/30/1990,4/30/1990,120,G,H,48.87270569,161,CLARKS CR    10.0027,PUYALLUP TRIBAL HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,190
PUYA,chinook,3,1989,1990,3/16/1990,3/16/1990,75,G,H,0.78,46,S PRAIRIE CR 10.0429,PUYALLUP TRIBAL HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,53820
SKOK,chinook,3,1992,1993,4/30/1993,4/30/1993,120,G,H,4.53,74.21022016,ENETAI CR    16.0217,ENETAI HATCHERY,HOOD CANAL MIXED,WA,HOOD,SKDO,45714
SKOK,chinook,3,1992,1993,5/13/1993,5/13/1993,133,G,H,4.77,75.468259,ENETAI CR    16.0217,ENETAI HATCHERY,HOOD CANAL MIXED,WA,HOOD,SKDO,48900
SKOK,chinook,3,1992,1993,5/19/1993,5/19/1993,139,G,H,5.4,78.5791996,ENETAI CR    16.0217,ENETAI HATCHERY,HOOD CANAL MIXED,WA,HOOD,SKDO,46100
SKOK,chinook,3,1992,1993,6/11/1993,6/11/1993,162,G,H,9.07,93.03431581,ENETAI CR    16.0217,ENETAI HATCHERY,HOOD CANAL MIXED,WA,HOOD,SKDO,45714
SKOK,chinook,3,1992,1993,6/23/1993,6/23/1993,174,G,H,8.73,91.88402853,ENETAI CR    16.0217,ENETAI HATCHERY,HOOD CANAL MIXED,WA,HOOD,SKDO,140100
SKOK,chinook,3,1992,1993,3/18/1993,3/18/1993,77,G,H,1.5,51.7798252,SKOKOMISH-SF 16.0011,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,59610
SKOK,chinook,3,1992,1993,3/18/1993,3/18/1993,77,G,H,1.5,51.7798252,SKOKOMISH-SF 16.0011,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,59130
SKOK,chinook,3,1992,1993,3/18/1993,3/18/1993,77,G,H,1.5,51.7798252,VANCE CR     16.0013,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,30450
SKOK,chinook,3,1992,1993,3/19/1993,3/19/1993,78,G,H,1.46,51.32609707,SKOKOMISH R  16.0001,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,61287
SKOK,chinook,3,1992,1993,3/19/1993,3/19/1993,78,G,H,1.46,51.32609707,SKOKOMISH R  16.0001,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,53134
SKOK,chinook,3,1992,1993,3/19/1993,3/19/1993,78,G,H,1.46,51.32609707,SKOKOMISH R  16.0001,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,61132
PUYA,chinook,3,1989,1990,3/20/1990,3/20/1990,79,G,H,0.78,46,KAPOWSIN CR  10.0600,PUYALLUP TRIBAL HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,51480
PUYA,chinook,3,1989,1990,3/21/1990,3/21/1990,80,G,H,0.78,46,S PRAIRIE CR 10.0429,PUYALLUP TRIBAL HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,124020
PUYA,chinook,3,1989,1990,3/21/1990,3/21/1990,80,G,H,0.78,46,KAPOWSIN CR  10.0600,PUYALLUP TRIBAL HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,60840
PUYA,chinook,3,1989,1990,3/21/1990,3/21/1990,80,G,H,0.78,46,RHODY CR     10.0028,PUYALLUP TRIBAL HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,5850
PUYA,chinook,3,1989,1990,6/27/1990,6/27/1990,178,G,H,7.2,83,CLARKS CR    10.0027,PUYALLUP TRIBAL HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,252
PUYA,chinook,3,1989,1990,6/29/1990,6/29/1990,180,G,H,6.77,88,S PRAIRIE CR 10.0429,PUYALLUP TRIBAL HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,10318
PUYA,chinook,3,1989,1990,6/27/1990,6/27/1990,178,G,H,6.77,88,NIESSON CR   10.0622,PUYALLUP TRIBAL HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,7102
COOP,chinook,3,2014,2015,5/23/2015,5/23/2015,143,,H,0.9,43.84506059,MAY CR       08.0282,FRIENDS OF ISH,ISSAQUAH CR  08.0178,WA,MPS,LAKW,100
PUYA,chinook,3,1992,1993,1/4/1993,1/4/1993,4,G,H,0.59,38,CLARKS CR    10.0027,PUYALLUP TRIBAL HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,155595
PUYA,chinook,3,1992,1993,1/4/1993,1/4/1993,4,G,H,0.63,38,PUYALLUP R   10.0021,PUYALLUP TRIBAL HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,131648
PUYA,chinook,3,1992,1993,4/2/1993,4/2/1993,92,E,H,1.67,56,CLARKS CR    10.0027,PUYALLUP TRIBAL HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,55453
PUYA,chinook,3,1992,1993,5/18/1993,5/19/1993,138.5,E,H,9.27,94,DIRU CR      10.0029,PUYALLUP TRIBAL HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,99620
PUYA,chinook,3,1992,1993,4/2/1993,4/2/1993,92,E,H,1.59,54,CLARKS CR    10.0027,PUYALLUP TRIBAL HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,57000
PUYA,chinook,3,1992,1993,4/9/1993,4/9/1993,99,E,H,1.85,57,KAPOWSIN CR  10.0600,PUYALLUP TRIBAL HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,88445
PUYA,chinook,3,1992,1993,4/9/1993,4/9/1993,99,E,H,1.77,57,KAPOWSIN CR  10.0600,PUYALLUP TRIBAL HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,80640
PUYA,chinook,3,1992,1993,4/17/1993,4/17/1993,107,E,H,4.76,72,VOIGHT CR    10.0414,PUYALLUP TRIBAL HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,46364
SKOK,chinook,3,1988,1989,3/10/1989,3/10/1989,69,G,H,1.65,53.41203796,SKOKOMISH-SF 16.0011,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,55392
WDFW,chinook,3,1995,1996,5/22/1996,5/22/1996,143,,H,7.68,91,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,153571
UW,chinook,3,1970,1972,2/12/1972,2/12/1972,43,S,H,113.39,211.7606246,BIG BEEF CR  15.0389,BIG BEEF CR HATCHERY,WASHINGTON - GENERAL,WA,HOOD,WKIT,100
UW,chinook,3,1970,1972,2/15/1972,2/15/1972,46,S,H,113.39,211.7606246,BIG BEEF CR  15.0389,BIG BEEF CR HATCHERY,WASHINGTON - GENERAL,WA,HOOD,WKIT,100
WDFW,chinook,3,1995,1996,5/23/1996,5/23/1996,144,,H,7.95,91,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,144472
WDFW,chinook,3,1995,1996,5/24/1996,5/24/1996,145,,H,6.47,88,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,149071
WDFW,chinook,3,1995,1996,5/25/1996,5/25/1996,146,,H,5.96,89,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,143072
WDFW,chinook,3,1995,1996,5/25/1996,5/25/1996,146,,H,6.21,87,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,124071
WDFW,chinook,3,1995,1996,5/31/1996,5/31/1996,152,,H,7.68,92,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,631525
WDFW,chinook,3,1957,1958,3/5/1958,3/5/1958,64,G,H,0.67,39.82775531,SAMISH R     03.0005,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,178220
WDFW,chinook,3,1957,1958,4/3/1958,4/3/1958,93,G,H,1.5,51.7798252,CAPITOL LK (THUR),SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,SPS,DES,100200
WDFW,chinook,3,1957,1958,4/9/1958,4/9/1958,99,G,H,0.77,41.67339435,MAY CR       08.0282,WALLACE R HATCHERY,SAMISH   (FRIDAY CR),WA,MPS,LAKW,86420
WDFW,chinook,3,1957,1958,4/9/1958,4/9/1958,99,G,H,0.81,42.36632641,MAY CR       08.0282,WALLACE R HATCHERY,SAMISH   (FRIDAY CR),WA,MPS,LAKW,88000
MAKAH,chinook,3,2003,2004,5/21/2004,5/26/2004,144.5,F,H,3.25,66.60448863,LITTLE HOKO R19.0149,HOKO FALLS HATCHERY,HOKO R       19.0148,WA,JUAN,LYHO,51988
COOP,chinook,1,2003,2004,6/2/2004,6/16/2004,161,G,H,5.15,80,HUCKLEBERRY C RRNG P,HUCKLEBERRY C RRNG P-ARMY,WHITE R      10.0031,WA,MPS,PUYA,356000
COOP,chinook,1,2003,2004,4/13/2004,4/20/2004,107.5,G,H,2.41,59,HUCKLEBERRY C10.0253,HUCKLEBERRY C RRNG P-ARMY,WHITE R      10.0031,WA,MPS,PUYA,118000
SKOK,chinook,3,1988,1989,3/11/1989,3/11/1989,70,G,H,1.65,53.41203796,VANCE CR     16.0013,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,72536
SKOK,chinook,3,1988,1989,3/11/1989,3/11/1989,70,G,H,1.65,53.41203796,SKOKOMISH R  16.0001,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,58581
SKOK,chinook,3,1988,1989,3/11/1989,3/11/1989,70,G,H,1.65,53.41203796,SKOKOMISH-SF 16.0011,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,42717
PUYA,chinook,3,1995,1996,1/11/1996,1/11/1996,11,G,H,0.57,37,DIRU CR      10.0029,PUYALLUP TRIBAL HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,250000
PUYA,chinook,3,1995,1996,2/16/1996,2/16/1996,47,G,H,0.65,38,DIRU CR      10.0029,PUYALLUP TRIBAL HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,251000
STIL,chinook,2,2003,2004,4/28/2004,6/28/2004,149.5,G,H,5.67,79.83758749,WHITEHORSE SPRINGS,WHITEHORSE POND,STILLAGUAMISH R -NF,WA,NPS,STIL,202663
SUQ,chinook,3,2003,2004,5/3/2004,5/6/2004,125.5,G,H,6.3,82.62420082,GROVERS CR HATCHERY,GROVERS CR HATCHERY,GROVERS CR   15.0299,WA,MPS,EKPN,173685
WDFW,chinook,3,1957,1958,5/6/1958,5/6/1958,126,G,H,2.69,62.62668365,SAMISH R     03.0005,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,33600
WDFW,chinook,3,1957,1958,5/6/1958,5/6/1958,126,G,H,2.69,62.62668365,SAMISH R     03.0005,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,33600
WDFW,chinook,3,1957,1958,5/6/1958,5/6/1958,126,G,H,2.69,62.62668365,SAMISH R     03.0005,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,33600
PUYA,chinook,3,2003,2004,5/28/2004,6/15/2004,158,G,H,7.62,89,CLARKS CRK HATCHERY,CLARKS CRK HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,199880
NISQ,chinook,3,2003,2004,5/14/2004,6/1/2004,144,G,H,7.2,86.29606756,KALAMA CR    11.0017,KALAMA CR HATCHERY,KALAMA CR    11.0017,WA,SPS,NISQ,627000
WDFW,chinook,3,1957,1958,5/9/1958,5/9/1958,129,G,H,1.63,53.20035357,KENDALL CR   01.0406,KENDALL CR HATCHERY,KENDALL CR   01.0406,WA,NOWA,NOOK,65395
NISQ,chinook,3,2003,2004,5/6/2004,6/4/2004,141.5,G,H,8.25,90.20747713,CLEAR CR    11.0013C,CLEAR CREEK HATCHERY,CLEAR CR    11.0013C,WA,SPS,NISQ,769662
NISQ,chinook,3,2003,2004,5/6/2004,6/4/2004,141.5,G,H,8.25,90.20747713,CLEAR CR    11.0013C,CLEAR CREEK HATCHERY,CLEAR CR    11.0013C,WA,SPS,NISQ,101857
WDFW,chinook,3,1970,1971,3/8/1971,3/8/1971,67,G,H,0.64,39.2380612,TAHUYA R     15.0446,GEORGE ADAMS HATCHERY,GEORGE ADAMS (PURDY),WA,HOOD,WKIT,210000
WDFW,chinook,3,1970,1971,3/9/1971,3/9/1971,68,G,H,0.75,41.31779498,DEWATTO R    15.0420,GEORGE ADAMS HATCHERY,GEORGE ADAMS (PURDY),WA,HOOD,WKIT,105000
WDFW,chinook,3,1970,1971,3/9/1971,3/9/1971,68,G,H,0.75,41.31779498,UNION R      15.0503,GEORGE ADAMS HATCHERY,GEORGE ADAMS (PURDY),WA,HOOD,WKIT,153000
SUQ,chinook,3,2003,2004,5/10/2004,6/18/2004,150.5,G,H,10.8,98.47614622,GORST CR     15.0216,GORST CR REARING PND,GROVERS CR   15.0299,WA,MPS,EKPN,496220
SUQ,chinook,3,2003,2004,5/10/2004,6/18/2004,150.5,G,H,10.8,98.47614622,GORST CR     15.0216,GORST CR REARING PND,GROVERS CR   15.0299,WA,MPS,EKPN,691949
SUQ,chinook,3,2003,2004,5/3/2004,5/6/2004,125.5,G,H,6.3,82.62420082,GROVERS CR HATCHERY,GROVERS CR HATCHERY,GROVERS CR   15.0299,WA,MPS,EKPN,217252
SKOK,chinook,3,1988,1989,3/12/1989,3/12/1989,71,G,H,1.65,53.41203796,SKOKOMISH R  16.0001,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,59294
WDFW,chinook,3,1957,1958,5/19/1958,5/19/1958,139,S,H,3.62,68.98442408,CAPITOL LK (THUR),SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,SPS,DES,18875
WDFW,chinook,3,1957,1958,5/29/1958,5/29/1958,149,G,H,2.56,61.62464461,KENDALL CR   01.0406,KENDALL CR HATCHERY,KENDALL CR   01.0406,WA,NOWA,NOOK,17265
WDFW,chinook,3,1995,1997,1/30/1997,1/31/1997,30.5,Y,H,46.09,167,PEALE PASS @ SS PENS,SOUTH SOUND NET PENS,DESCHUTES R  13.0028,WA,SPS,EKPS,112997
LUMMI,chinook,1,1992,1993,6/3/1993,6/3/1993,154,G,H,14.18,107.6061823,SKOOKUM CR   01.0273,SKOOKUM CR HATCHERY,NOOKSACK R   01.0120,WA,NOWA,NOOK,16116
MIT,chinook,1,2003,2005,4/14/2005,4/27/2005,110.5,S,H,60.48,172.5683478,WHITE R      10.0031,WHITE RIVER HATCHERY,WHITE R      10.0031,WA,MPS,PUYA,89365
WDFW,chinook,3,1957,1958,6/26/1958,6/26/1958,177,G,H,1.43,50.98026903,DOSEWALLIPS  16.0442,DUNGENESS HATCHERY,BIG SOOS CR  09.0072,WA,HOOD,SKDO,47100
WDFW,chinook,3,1957,1958,6/27/1958,6/27/1958,178,G,H,1.39,50.51146882,DOSEWALLIPS  16.0442,DUNGENESS HATCHERY,BIG SOOS CR  09.0072,WA,HOOD,SKDO,48600
WDFW,chinook,3,1957,1958,6/27/1958,6/27/1958,178,G,H,1.4,50.62951307,DUNGENESS R  18.0018,DUNGENESS HATCHERY,BIG SOOS CR  09.0072,WA,JUAN,ELDU,67390
WDFW,chinook,3,1995,1997,4/18/1997,4/18/1997,108,Y,H,76.74,187,MCALLISTER CR11.0324,MCALLISTER HATCHERY,MCALLISTER CR11.0324,WA,SPS,NISQ,136578
MIT,chinook,3,1991,1992,2/18/1992,2/18/1992,49,G,H,0.94,45,INTAKE CR    09.0328,KETA CREEK COMPLEX,BIG SOOS CR  09.0072,WA,MPS,DUWA,24416
WDFW,chinook,3,1957,1958,7/16/1958,7/16/1958,197,G,H,1.8,54.94701677,DOSEWALLIPS  16.0442,DUNGENESS HATCHERY,BIG SOOS CR  09.0072,WA,HOOD,SKDO,54500
WDFW,chinook,3,1957,1958,7/17/1958,7/17/1958,198,G,H,1.8,54.94701677,DUCKABUSH R  16.0351,DUNGENESS HATCHERY,BIG SOOS CR  09.0072,WA,HOOD,SKDO,52500
WDFW,chinook,3,1957,1958,7/17/1958,7/17/1958,198,G,H,1.8,54.94701677,DUCKABUSH R  16.0351,DUNGENESS HATCHERY,BIG SOOS CR  09.0072,WA,HOOD,SKDO,52500
SUQ,chinook,3,1995,1996,5/20/1996,5/23/1996,142.5,G,H,6.14,81.93497221,GORST CR     15.0216,GORST CR REAR.POND-1,GROVERS CR   15.0299,WA,MPS,EKPN,1103916
SUQ,chinook,3,1995,1996,5/20/1996,5/24/1996,143,G,H,7.44,87.2224085,GORST CR     15.0216,GORST CR REAR.POND-1,GROVERS CR   15.0299,WA,MPS,EKPN,604172
NISQ,chinook,3,1989,1990,5/16/1990,7/1/1990,159,G,H,4.17,72.23596519,SCHORNO CR   11.0055,KALAMA CR HATCHERY,DESCHUTES R  13.0028,WA,SPS,NISQ,1200000
MIT,chinook,3,1991,1992,2/20/1992,2/20/1992,51,G,H,0.94,45,SMAY CR      09.0236,KETA CREEK COMPLEX,BIG SOOS CR  09.0072,WA,MPS,DUWA,26625
STIL,chinook,3,2014,2015,5/14/2015,6/26/2015,155.5,G,H,7.56,87.67803541,STILLAGUAMISH R -SF,BRENNER HATCHERY,STILLAGUAMISH R,WA,NPS,STIL,36450
STIL,chinook,2,2014,2015,4/11/2015,6/6/2015,129,G,H,5.68,79.8834108,WHITEHORSE SPRINGS,WHITEHORSE POND,STILLAGUAMISH R -NF,WA,NPS,STIL,238857
WDFW,chinook,3,1995,1997,4/11/1997,4/11/1997,101,Y,H,64.79,176,WALLACE R    07.0940,WALLACE R HATCHERY,SKYKOMISH R  07.0012,WA,NPS,SNOH,182311
WDFW,chinook,3,1995,1997,4/14/1997,4/14/1997,104,Y,H,50.39,159,FINCH CR     16.0222,HOODSPORT HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,62656
SUQ,chinook,3,1992,1993,5/21/1993,5/21/1993,141,G,H,4.73,75.26159818,DOGFISH CR   15.0285,WEBSTER'S HATCHERY,MINTER CR    15.0048,WA,MPS,EKPN,70373
SUQ,chinook,3,1992,1993,5/19/1993,6/5/1993,147.5,G,H,5.67,79.83758749,CLEAR CR     15.0249,CLEAR CR HATCHERY-15,MINTER CR    15.0048,WA,MPS,EKPN,26607
SUQ,chinook,3,1992,1993,4/21/1993,5/27/1993,129,G,H,6.49,83.42749592,GORST CR     15.0216,GORST CR REAR.POND-1,MINTER CR    15.0048,WA,MPS,EKPN,1068313
SUQ,chinook,3,1992,1993,5/5/1993,5/27/1993,136,G,H,5.27,77.95813573,GORST CR     15.0216,GORST CR REAR.POND-1,MINTER CR    15.0048,WA,MPS,EKPN,513799
TULA,chinook,3,1992,1993,5/20/1993,5/20/1993,140,G,H,4.99,76.58448744,TULALIP CR   07.0001,BERNIE GOBIN HATCH,BIG SOOS CR  09.0072,WA,NPS,SNOH,1490000
PUYA,chinook,3,1995,1996,2/6/1996,2/6/1996,37,G,H,0.91,43,DIRU CR      10.0029,PUYALLUP TRIBAL HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,60000
SKOK,chinook,3,1991,1992,3/2/1992,3/2/1992,62,G,H,1.63,53.20035357,SKOKOMISH-SF 16.0011,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,110200
SKOK,chinook,3,1991,1992,3/2/1992,3/2/1992,62,G,H,1.63,53.20035357,VANCE CR     16.0013,ENETAI HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,56323
WDFW,chinook,3,1996,1997,5/16/1997,5/16/1997,136,,H,6.04,81,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,476980
WDFW,chinook,3,1996,1997,5/19/1997,5/19/1997,139,,H,5.66,80,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,512900
SUQ,chinook,3,1994,1995,1/11/1995,5/1/1995,66,G,H,4.37,73.34634591,DOGFISH CR   15.0285,WEBSTER'S HATCHERY,GROVERS CR   15.0299,WA,MPS,EKPN,144595
SUQ,chinook,3,1994,1995,4/1/1995,5/17/1995,114,G,H,5.04,76.83352728,CLEAR CR     15.0249,CLEAR CR HATCHERY-15,GROVERS CR   15.0299,WA,MPS,EKPN,57965
SUQ,chinook,3,1994,1995,5/5/1995,6/3/1995,139.5,G,H,6.31,82.66688378,GORST CR     15.0216,GORST CR REAR.POND-1,GROVERS CR   15.0299,WA,MPS,EKPN,650090
SUQ,chinook,3,1994,1995,4/6/1995,6/3/1995,125,G,H,8.25,90.20747713,GORST CR     15.0216,GORST CR REAR.POND-1,MINTER CR    15.0048,WA,MPS,EKPN,1117823
MIT,chinook,3,1991,1992,3/23/1992,3/23/1992,83,G,H,1.69,54,GREEN R      09.0001,KETA CREEK COMPLEX,BIG SOOS CR  09.0072,WA,MPS,DUWA,25297
MIT,chinook,3,2003,2004,3/18/2004,3/18/2004,78,G,H,2.29,59.42820726,GALE CR      09.0216,KETA CREEK COMPLEX,BIG SOOS CR  09.0072,WA,MPS,DUWA,84942
WDFW,chinook,3,1996,1997,5/22/1997,5/22/1997,142,,H,6.47,82,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,635950
WDFW,chinook,3,1995,1997,5/12/1997,5/31/1997,141.5,Y,H,59.91,170,CAPITOL LK (THUR),PERCIVAL COVE NET PN,DESCHUTES R  13.0028,WA,SPS,DES,102561
TULA,chinook,3,1994,1995,5/19/1995,5/19/1995,139,G,H,6.05,81.54194513,TULALIP CR   07.0001,BERNIE GOBIN HATCH,MAY CR       07.0943,WA,NPS,SNOH,1265000
PUYA,chinook,1,1995,1996,1/26/1996,1/26/1996,26,E,H,0.38,36,GREENWATER R 10.0122,HUPP SPRINGS REARING,WHITE R      10.0031,WA,MPS,PUYA,99800
COOP,chinook,1,1995,1996,6/13/1996,6/13/1996,165,G,H,3.49,67,HUCKLEBERRY C10.0253,HUCKLEBERRY C RRNG P-ARMY,WHITE R      10.0031,WA,MPS,PUYA,217450
NISQ,chinook,3,1995,1996,5/24/1996,5/27/1996,146.5,G,H,8.25,90.20747713,KALAMA CR    11.0017,KALAMA CR HATCHERY,KALAMA CR    11.0017,WA,SPS,NISQ,589900
SUQ,chinook,3,1995,1996,4/21/1996,5/22/1996,127.5,G,H,6.05,81.54194513,DOGFISH CR   15.0285,WEBSTER'S HATCHERY,GROVERS CR   15.0299,WA,MPS,EKPN,182686
NISQ,chinook,3,1994,1995,4/28/1995,4/28/1995,118,G,H,7.22,86.374051,CLEAR CR    11.0013C,CLEAR CREEK HATCHERY,NISQUALLY R  11.0008,WA,SPS,NISQ,181500
NISQ,chinook,3,1994,1995,4/25/1995,5/1/1995,118,G,H,7.57,87.71578355,CLEAR CR    11.0013C,CLEAR CREEK HATCHERY,NISQUALLY R  11.0008,WA,SPS,NISQ,918000
NISQ,chinook,3,1994,1995,5/8/1995,5/18/1995,133,G,H,9.17,93.36708907,CLEAR CR    11.0013C,CLEAR CREEK HATCHERY,NISQUALLY R  11.0008,WA,SPS,NISQ,944000
TULA,chinook,3,1995,1996,4/29/1996,4/29/1996,120,G,H,5.9,80.878044,TULALIP CR   07.0001,BERNIE GOBIN HATCH,MAY CR       07.0943,WA,NPS,SNOH,1860000
NISQ,chinook,3,1996,1997,5/15/1997,5/20/1997,137.5,G,H,7.76,88.42669517,KALAMA CR    11.0017,KALAMA CR HATCHERY,KALAMA CR    11.0017,WA,SPS,NISQ,1102000
SUQ,chinook,3,2013,2014,5/12/2014,5/12/2014,132,G,H,5.74,80.15721439,GORST CR     15.0216,GORST CR REARING PND,GROVERS CR   15.0299,WA,MPS,EKPN,1576000
SUQ,chinook,3,2013,2014,4/2/2014,4/2/2014,92,G,H,2.45,60.74960526,GROVERS CR   15.0299,GROVERS CR HATCHERY,GROVERS CR   15.0299,WA,MPS,EKPN,20000
WDFW,chinook,3,1958,1959,4/14/1959,4/14/1959,104,G,H,0.7,40.39990155,TAHUYA R     15.0446,MINTER CR HATCHERY,ISSAQUAH CR  08.0178,WA,HOOD,WKIT,250680
WDFW,chinook,3,1958,1959,4/24/1959,4/24/1959,114,G,H,2.47,60.91064606,VOIGHT CR    10.0414,VOIGHTS CR HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,120110
RFEG,chinook,3,2012,2013,5/18/2013,6/5/2013,147,,H,6.47,83.34369158,JOHN CR      16.0253,RFEG 6 HOOD CANAL,GEORGE ADAMS (PURDY),WA,HOOD,SKDO,111732
NISQ,chinook,3,1988,1988,11/22/1988,11/22/1988,327,E,H,0.31,30.98805094,CABIN CR     11.0015,KALAMA CR HATCHERY,KALAMA CR    11.0017,WA,SPS,NISQ,1.00E+05
